GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,NAME,BTTRA,BTBGA,ALZLE001,ALZLE002,ALZLE003
"G2800690","2015-2019","MS",,,"Mississippi","28","Kemper County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28069","Kemper County, Mississippi",,,3611,2659,952
"G2800710","2015-2019","MS",,,"Mississippi","28","Lafayette County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28071","Lafayette County, Mississippi",,,18721,11616,7105
"G2800730","2015-2019","MS",,,"Mississippi","28","Lamar County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28073","Lamar County, Mississippi",,,22116,14920,7196
"G2800750","2015-2019","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",,,29736,19169,10567
"G2800770","2015-2019","MS",,,"Mississippi","28","Lawrence County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28077","Lawrence County, Mississippi",,,4849,3646,1203
"G2800790","2015-2019","MS",,,"Mississippi","28","Leake County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28079","Leake County, Mississippi",,,8105,5738,2367
"G2800810","2015-2019","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",,,32099,21784,10315
"G2800830","2015-2019","MS",,,"Mississippi","28","Leflore County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28083","Leflore County, Mississippi",,,9962,5042,4920
"G2800850","2015-2019","MS",,,"Mississippi","28","Lincoln County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28085","Lincoln County, Mississippi",,,12699,9568,3131
"G2800870","2015-2019","MS",,,"Mississippi","28","Lowndes County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28087","Lowndes County, Mississippi",,,22436,14253,8183
"G2800890","2015-2019","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",,,39635,28411,11224
"G2800910","2015-2019","MS",,,"Mississippi","28","Marion County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28091","Marion County, Mississippi",,,9483,7800,1683
"G2800930","2015-2019","MS",,,"Mississippi","28","Marshall County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28093","Marshall County, Mississippi",,,12772,9644,3128
"G2800950","2015-2019","MS",,,"Mississippi","28","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28095","Monroe County, Mississippi",,,13966,10377,3589
"G2800970","2015-2019","MS",,,"Mississippi","28","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28097","Montgomery County, Mississippi",,,4539,3143,1396
"G2800990","2015-2019","MS",,,"Mississippi","28","Neshoba County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28099","Neshoba County, Mississippi",,,10657,7625,3032
"G2801010","2015-2019","MS",,,"Mississippi","28","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28101","Newton County, Mississippi",,,8037,6201,1836
"G2801030","2015-2019","MS",,,"Mississippi","28","Noxubee County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28103","Noxubee County, Mississippi",,,3986,2907,1079
"G2801050","2015-2019","MS",,,"Mississippi","28","Oktibbeha County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28105","Oktibbeha County, Mississippi",,,17798,9201,8597
"G2801070","2015-2019","MS",,,"Mississippi","28","Panola County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28107","Panola County, Mississippi",,,12488,8696,3792
"G2801090","2015-2019","MS",,,"Mississippi","28","Pearl River County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28109","Pearl River County, Mississippi",,,21020,16354,4666
"G2801110","2015-2019","MS",,,"Mississippi","28","Perry County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28111","Perry County, Mississippi",,,4623,3802,821
"G2801130","2015-2019","MS",,,"Mississippi","28","Pike County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28113","Pike County, Mississippi",,,14404,9940,4464
"G2801150","2015-2019","MS",,,"Mississippi","28","Pontotoc County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28115","Pontotoc County, Mississippi",,,10783,7685,3098
"G2801170","2015-2019","MS",,,"Mississippi","28","Prentiss County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28117","Prentiss County, Mississippi",,,9145,6651,2494
"G2801190","2015-2019","MS",,,"Mississippi","28","Quitman County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28119","Quitman County, Mississippi",,,3027,1776,1251
"G2801210","2015-2019","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",,,55909,42778,13131
"G2801230","2015-2019","MS",,,"Mississippi","28","Scott County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28123","Scott County, Mississippi",,,10180,7545,2635
"G2801250","2015-2019","MS",,,"Mississippi","28","Sharkey County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28125","Sharkey County, Mississippi",,,1751,1122,629
"G2801270","2015-2019","MS",,,"Mississippi","28","Simpson County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28127","Simpson County, Mississippi",,,9486,7564,1922
"G2801290","2015-2019","MS",,,"Mississippi","28","Smith County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28129","Smith County, Mississippi",,,5820,4832,988
"G2801310","2015-2019","MS",,,"Mississippi","28","Stone County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28131","Stone County, Mississippi",,,6334,4720,1614
"G2801330","2015-2019","MS",,,"Mississippi","28","Sunflower County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28133","Sunflower County, Mississippi",,,8322,4458,3864
"G2801350","2015-2019","MS",,,"Mississippi","28","Tallahatchie County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28135","Tallahatchie County, Mississippi",,,4369,3144,1225
"G2801370","2015-2019","MS",,,"Mississippi","28","Tate County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28137","Tate County, Mississippi",,,10324,7725,2599
"G2801390","2015-2019","MS",,,"Mississippi","28","Tippah County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28139","Tippah County, Mississippi",,,7834,5664,2170
"G2801410","2015-2019","MS",,,"Mississippi","28","Tishomingo County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28141","Tishomingo County, Mississippi",,,7635,5766,1869
"G2801430","2015-2019","MS",,,"Mississippi","28","Tunica County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28143","Tunica County, Mississippi",,,3930,1581,2349
"G2801450","2015-2019","MS",,,"Mississippi","28","Union County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28145","Union County, Mississippi",,,9808,7174,2634
"G2801470","2015-2019","MS",,,"Mississippi","28","Walthall County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28147","Walthall County, Mississippi",,,5601,4922,679
"G2801490","2015-2019","MS",,,"Mississippi","28","Warren County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28149","Warren County, Mississippi",,,18235,12053,6182
"G2801510","2015-2019","MS",,,"Mississippi","28","Washington County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28151","Washington County, Mississippi",,,17988,9514,8474
"G2801530","2015-2019","MS",,,"Mississippi","28","Wayne County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28153","Wayne County, Mississippi",,,7683,6413,1270
"G2801550","2015-2019","MS",,,"Mississippi","28","Webster County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28155","Webster County, Mississippi",,,3782,2886,896
"G2801570","2015-2019","MS",,,"Mississippi","28","Wilkinson County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28157","Wilkinson County, Mississippi",,,3170,2534,636
"G2801590","2015-2019","MS",,,"Mississippi","28","Winston County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28159","Winston County, Mississippi",,,7269,5313,1956
"G2801610","2015-2019","MS",,,"Mississippi","28","Yalobusha County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28161","Yalobusha County, Mississippi",,,5181,3629,1552
"G2801630","2015-2019","MS",,,"Mississippi","28","Yazoo County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US28163","Yazoo County, Mississippi",,,8542,5395,3147
"G2900010","2015-2019","MO",,,"Missouri","29","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29001","Adair County, Missouri",,,9258,5561,3697
"G2900030","2015-2019","MO",,,"Missouri","29","Andrew County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29003","Andrew County, Missouri",,,6763,5406,1357
"G2900050","2015-2019","MO",,,"Missouri","29","Atchison County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29005","Atchison County, Missouri",,,2562,1786,776
"G2900070","2015-2019","MO",,,"Missouri","29","Audrain County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29007","Audrain County, Missouri",,,9286,6360,2926
"G2900090","2015-2019","MO",,,"Missouri","29","Barry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29009","Barry County, Missouri",,,13645,10062,3583
"G2900110","2015-2019","MO",,,"Missouri","29","Barton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29011","Barton County, Missouri",,,4895,3430,1465
"G2900130","2015-2019","MO",,,"Missouri","29","Bates County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29013","Bates County, Missouri",,,6547,4761,1786
"G2900150","2015-2019","MO",,,"Missouri","29","Benton County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29015","Benton County, Missouri",,,7872,6426,1446
"G2900170","2015-2019","MO",,,"Missouri","29","Bollinger County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29017","Bollinger County, Missouri",,,4593,3712,881
"G2900190","2015-2019","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",,,70619,39269,31350
"G2900210","2015-2019","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",,,33501,20888,12613
"G2900230","2015-2019","MO",,,"Missouri","29","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29023","Butler County, Missouri",,,16390,10439,5951
"G2900250","2015-2019","MO",,,"Missouri","29","Caldwell County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29025","Caldwell County, Missouri",,,3639,2770,869
"G2900270","2015-2019","MO",,,"Missouri","29","Callaway County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29027","Callaway County, Missouri",,,15973,11582,4391
"G2900290","2015-2019","MO",,,"Missouri","29","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29029","Camden County, Missouri",,,16031,12938,3093
"G2900310","2015-2019","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",,,29594,19229,10365
"G2900330","2015-2019","MO",,,"Missouri","29","Carroll County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29033","Carroll County, Missouri",,,3503,2601,902
"G2900350","2015-2019","MO",,,"Missouri","29","Carter County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29035","Carter County, Missouri",,,2333,1806,527
"G2900370","2015-2019","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29037","Cass County, Missouri",,,39770,30425,9345
"G2900390","2015-2019","MO",,,"Missouri","29","Cedar County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29039","Cedar County, Missouri",,,5842,4131,1711
"G2900410","2015-2019","MO",,,"Missouri","29","Chariton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29041","Chariton County, Missouri",,,2686,2102,584
"G2900430","2015-2019","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29043","Christian County, Missouri",,,31645,23496,8149
"G2900450","2015-2019","MO",,,"Missouri","29","Clark County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29045","Clark County, Missouri",,,2657,1989,668
"G2900470","2015-2019","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29047","Clay County, Missouri",,,91238,62636,28602
"G2900490","2015-2019","MO",,,"Missouri","29","Clinton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29049","Clinton County, Missouri",,,8177,6249,1928
"G2900510","2015-2019","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29051","Cole County, Missouri",,,30154,19990,10164
"G2900530","2015-2019","MO",,,"Missouri","29","Cooper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29053","Cooper County, Missouri",,,6397,4642,1755
"G2900550","2015-2019","MO",,,"Missouri","29","Crawford County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29055","Crawford County, Missouri",,,9578,6842,2736
"G2900570","2015-2019","MO",,,"Missouri","29","Dade County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29057","Dade County, Missouri",,,3068,2356,712
"G2900590","2015-2019","MO",,,"Missouri","29","Dallas County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29059","Dallas County, Missouri",,,6209,4723,1486
"G2900610","2015-2019","MO",,,"Missouri","29","Daviess County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29061","Daviess County, Missouri",,,3035,2407,628
"G2900630","2015-2019","MO",,,"Missouri","29","DeKalb County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29063","DeKalb County, Missouri",,,3807,2631,1176
"G2900650","2015-2019","MO",,,"Missouri","29","Dent County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29065","Dent County, Missouri",,,6371,4683,1688
"G2900670","2015-2019","MO",,,"Missouri","29","Douglas County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29067","Douglas County, Missouri",,,5137,4097,1040
"G2900690","2015-2019","MO",,,"Missouri","29","Dunklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29069","Dunklin County, Missouri",,,12342,7657,4685
"G2900710","2015-2019","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29071","Franklin County, Missouri",,,40943,30507,10436
"G2900730","2015-2019","MO",,,"Missouri","29","Gasconade County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29073","Gasconade County, Missouri",,,6076,4761,1315
"G2900750","2015-2019","MO",,,"Missouri","29","Gentry County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29075","Gentry County, Missouri",,,2555,1880,675
"G2900770","2015-2019","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29077","Greene County, Missouri",,,125201,70172,55029
"G2900790","2015-2019","MO",,,"Missouri","29","Grundy County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29079","Grundy County, Missouri",,,3936,2686,1250
"G2900810","2015-2019","MO",,,"Missouri","29","Harrison County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29081","Harrison County, Missouri",,,3429,2493,936
"G2900830","2015-2019","MO",,,"Missouri","29","Henry County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29083","Henry County, Missouri",,,9328,6738,2590
"G2900850","2015-2019","MO",,,"Missouri","29","Hickory County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29085","Hickory County, Missouri",,,3976,3269,707
"G2900870","2015-2019","MO",,,"Missouri","29","Holt County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29087","Holt County, Missouri",,,2022,1541,481
"G2900890","2015-2019","MO",,,"Missouri","29","Howard County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29089","Howard County, Missouri",,,3471,2716,755
"G2900910","2015-2019","MO",,,"Missouri","29","Howell County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29091","Howell County, Missouri",,,15878,10861,5017
"G2900930","2015-2019","MO",,,"Missouri","29","Iron County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29093","Iron County, Missouri",,,4074,2885,1189
"G2900950","2015-2019","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29095","Jackson County, Missouri",,,286601,166927,119674
"G2900970","2015-2019","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29097","Jasper County, Missouri",,,45759,29096,16663
"G2900990","2015-2019","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29099","Jefferson County, Missouri",,,84444,67019,17425
"G2901010","2015-2019","MO",,,"Missouri","29","Johnson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29101","Johnson County, Missouri",,,19864,12114,7750
"G2901030","2015-2019","MO",,,"Missouri","29","Knox County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29103","Knox County, Missouri",,,1490,1231,259
"G2901050","2015-2019","MO",,,"Missouri","29","Laclede County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29105","Laclede County, Missouri",,,14112,9807,4305
"G2901070","2015-2019","MO",,,"Missouri","29","Lafayette County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29107","Lafayette County, Missouri",,,13050,9238,3812
"G2901090","2015-2019","MO",,,"Missouri","29","Lawrence County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29109","Lawrence County, Missouri",,,14787,10616,4171
"G2901110","2015-2019","MO",,,"Missouri","29","Lewis County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29111","Lewis County, Missouri",,,3752,2856,896
"G2901130","2015-2019","MO",,,"Missouri","29","Lincoln County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29113","Lincoln County, Missouri",,,19286,15137,4149
"G2901150","2015-2019","MO",,,"Missouri","29","Linn County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29115","Linn County, Missouri",,,5106,3721,1385
"G2901170","2015-2019","MO",,,"Missouri","29","Livingston County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29117","Livingston County, Missouri",,,5915,3940,1975
"G2901190","2015-2019","MO",,,"Missouri","29","McDonald County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29119","McDonald County, Missouri",,,8259,5666,2593
"G2901210","2015-2019","MO",,,"Missouri","29","Macon County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29121","Macon County, Missouri",,,5845,4362,1483
"G2901230","2015-2019","MO",,,"Missouri","29","Madison County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29123","Madison County, Missouri",,,5044,3622,1422
"G2901250","2015-2019","MO",,,"Missouri","29","Maries County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29125","Maries County, Missouri",,,3762,2817,945
"G2901270","2015-2019","MO",,,"Missouri","29","Marion County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29127","Marion County, Missouri",,,11565,7563,4002
"G2901290","2015-2019","MO",,,"Missouri","29","Mercer County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29129","Mercer County, Missouri",,,1271,999,272
"G2901310","2015-2019","MO",,,"Missouri","29","Miller County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29131","Miller County, Missouri",,,10111,7506,2605
"G2901330","2015-2019","MO",,,"Missouri","29","Mississippi County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29133","Mississippi County, Missouri",,,5026,3001,2025
"G2901350","2015-2019","MO",,,"Missouri","29","Moniteau County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29135","Moniteau County, Missouri",,,5436,4187,1249
"G2901370","2015-2019","MO",,,"Missouri","29","Monroe County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29137","Monroe County, Missouri",,,3702,2759,943
"G2901390","2015-2019","MO",,,"Missouri","29","Montgomery County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29139","Montgomery County, Missouri",,,5014,3510,1504
"G2901410","2015-2019","MO",,,"Missouri","29","Morgan County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29141","Morgan County, Missouri",,,7588,6126,1462
"G2901430","2015-2019","MO",,,"Missouri","29","New Madrid County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29143","New Madrid County, Missouri",,,7371,4677,2694
"G2901450","2015-2019","MO",,,"Missouri","29","Newton County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29145","Newton County, Missouri",,,22202,15877,6325
"G2901470","2015-2019","MO",,,"Missouri","29","Nodaway County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29147","Nodaway County, Missouri",,,8395,4854,3541
"G2901490","2015-2019","MO",,,"Missouri","29","Oregon County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29149","Oregon County, Missouri",,,4249,3137,1112
"G2901510","2015-2019","MO",,,"Missouri","29","Osage County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29151","Osage County, Missouri",,,5120,4329,791
"G2901530","2015-2019","MO",,,"Missouri","29","Ozark County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29153","Ozark County, Missouri",,,3958,3071,887
"G2901550","2015-2019","MO",,,"Missouri","29","Pemiscot County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29155","Pemiscot County, Missouri",,,6730,3644,3086
"G2901570","2015-2019","MO",,,"Missouri","29","Perry County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29157","Perry County, Missouri",,,7576,5682,1894
"G2901590","2015-2019","MO",,,"Missouri","29","Pettis County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29159","Pettis County, Missouri",,,16033,11029,5004
"G2901610","2015-2019","MO",,,"Missouri","29","Phelps County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29161","Phelps County, Missouri",,,17981,10725,7256
"G2901630","2015-2019","MO",,,"Missouri","29","Pike County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29163","Pike County, Missouri",,,6589,4723,1866
"G2901650","2015-2019","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29165","Platte County, Missouri",,,39305,25905,13400
"G2901670","2015-2019","MO",,,"Missouri","29","Polk County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29167","Polk County, Missouri",,,11712,8081,3631
"G2901690","2015-2019","MO",,,"Missouri","29","Pulaski County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29169","Pulaski County, Missouri",,,15154,7472,7682
"G2901710","2015-2019","MO",,,"Missouri","29","Putnam County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29171","Putnam County, Missouri",,,1744,1346,398
"G2901730","2015-2019","MO",,,"Missouri","29","Ralls County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29173","Ralls County, Missouri",,,4036,3360,676
