GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,NAME,TRBL_CTA,TRBL_BGA,AMUFE001,AMUFE002,AMUFE003
"G0500630","2016-2020","AR",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05063","Independence County, Arkansas",,,14325,10417,3908
"G0500650","2016-2020","AR",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05065","Izard County, Arkansas",,,4911,3836,1075
"G0500670","2016-2020","AR",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05067","Jackson County, Arkansas",,,6241,4371,1870
"G0500690","2016-2020","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05069","Jefferson County, Arkansas",,,26630,16490,10140
"G0500710","2016-2020","AR",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05071","Johnson County, Arkansas",,,9792,7098,2694
"G0500730","2016-2020","AR",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05073","Lafayette County, Arkansas",,,2898,2265,633
"G0500750","2016-2020","AR",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05075","Lawrence County, Arkansas",,,6584,4534,2050
"G0500770","2016-2020","AR",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05077","Lee County, Arkansas",,,3202,1858,1344
"G0500790","2016-2020","AR",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05079","Lincoln County, Arkansas",,,3598,2801,797
"G0500810","2016-2020","AR",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05081","Little River County, Arkansas",,,5292,4124,1168
"G0500830","2016-2020","AR",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05083","Logan County, Arkansas",,,8359,6283,2076
"G0500850","2016-2020","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05085","Lonoke County, Arkansas",,,27218,19350,7868
"G0500870","2016-2020","AR",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05087","Madison County, Arkansas",,,6045,4855,1190
"G0500890","2016-2020","AR",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05089","Marion County, Arkansas",,,6918,5500,1418
"G0500910","2016-2020","AR",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05091","Miller County, Arkansas",,,16237,10676,5561
"G0500930","2016-2020","AR",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05093","Mississippi County, Arkansas",,,16623,9581,7042
"G0500950","2016-2020","AR",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05095","Monroe County, Arkansas",,,3234,1997,1237
"G0500970","2016-2020","AR",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05097","Montgomery County, Arkansas",,,3706,3122,584
"G0500990","2016-2020","AR",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05099","Nevada County, Arkansas",,,3188,2215,973
"G0501010","2016-2020","AR",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05101","Newton County, Arkansas",,,2996,2511,485
"G0501030","2016-2020","AR",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05103","Ouachita County, Arkansas",,,9487,6729,2758
"G0501050","2016-2020","AR",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05105","Perry County, Arkansas",,,3700,2950,750
"G0501070","2016-2020","AR",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05107","Phillips County, Arkansas",,,7561,3484,4077
"G0501090","2016-2020","AR",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05109","Pike County, Arkansas",,,4215,3138,1077
"G0501110","2016-2020","AR",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05111","Poinsett County, Arkansas",,,9567,6006,3561
"G0501130","2016-2020","AR",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05113","Polk County, Arkansas",,,8114,6150,1964
"G0501150","2016-2020","AR",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05115","Pope County, Arkansas",,,22863,16554,6309
"G0501170","2016-2020","AR",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05117","Prairie County, Arkansas",,,3755,2813,942
"G0501190","2016-2020","AR",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05119","Pulaski County, Arkansas",,,161652,93882,67770
"G0501210","2016-2020","AR",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05121","Randolph County, Arkansas",,,7294,5425,1869
"G0501230","2016-2020","AR",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05123","St. Francis County, Arkansas",,,9313,5105,4208
"G0501250","2016-2020","AR",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05125","Saline County, Arkansas",,,45098,35499,9599
"G0501270","2016-2020","AR",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05127","Scott County, Arkansas",,,4114,3013,1101
"G0501290","2016-2020","AR",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05129","Searcy County, Arkansas",,,3235,2423,812
"G0501310","2016-2020","AR",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05131","Sebastian County, Arkansas",,,52026,30866,21160
"G0501330","2016-2020","AR",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05133","Sevier County, Arkansas",,,5690,3808,1882
"G0501350","2016-2020","AR",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05135","Sharp County, Arkansas",,,7315,5757,1558
"G0501370","2016-2020","AR",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05137","Stone County, Arkansas",,,4866,3607,1259
"G0501390","2016-2020","AR",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05139","Union County, Arkansas",,,15855,11797,4058
"G0501410","2016-2020","AR",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05141","Van Buren County, Arkansas",,,7220,5589,1631
"G0501430","2016-2020","AR",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05143","Washington County, Arkansas",,,89094,47656,41438
"G0501450","2016-2020","AR",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05145","White County, Arkansas",,,28903,19553,9350
"G0501470","2016-2020","AR",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05147","Woodruff County, Arkansas",,,3002,2035,967
"G0501490","2016-2020","AR",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05149","Yell County, Arkansas",,,7797,5550,2247
"G0600010","2016-2020","CA",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06001","Alameda County, California",,,573174,307281,265893
"G0600030","2016-2020","CA",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06003","Alpine County, California",,,397,321,76
"G0600050","2016-2020","CA",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06005","Amador County, California",,,14844,11396,3448
"G0600070","2016-2020","CA",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06007","Butte County, California",,,83879,49887,33992
"G0600090","2016-2020","CA",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06009","Calaveras County, California",,,16958,13492,3466
"G0600110","2016-2020","CA",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06011","Colusa County, California",,,7329,4651,2678
"G0600130","2016-2020","CA",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06013","Contra Costa County, California",,,398299,266238,132061
"G0600150","2016-2020","CA",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06015","Del Norte County, California",,,9805,6706,3099
"G0600170","2016-2020","CA",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06017","El Dorado County, California",,,73078,55193,17885
"G0600190","2016-2020","CA",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06019","Fresno County, California",,,310097,166420,143677
"G0600210","2016-2020","CA",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06021","Glenn County, California",,,10216,5970,4246
"G0600230","2016-2020","CA",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06023","Humboldt County, California",,,54120,30761,23359
"G0600250","2016-2020","CA",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06025","Imperial County, California",,,45768,26589,19179
"G0600270","2016-2020","CA",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06027","Inyo County, California",,,7954,5170,2784
"G0600290","2016-2020","CA",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06029","Kern County, California",,,273556,161113,112443
"G0600310","2016-2020","CA",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06031","Kings County, California",,,43604,23368,20236
"G0600330","2016-2020","CA",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06033","Lake County, California",,,25508,17276,8232
"G0600350","2016-2020","CA",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06035","Lassen County, California",,,9172,6291,2881
"G0600370","2016-2020","CA",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06037","Los Angeles County, California",,,3332504,1534472,1798032
"G0600390","2016-2020","CA",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06039","Madera County, California",,,44479,29270,15209
"G0600410","2016-2020","CA",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06041","Marin County, California",,,104900,66719,38181
"G0600430","2016-2020","CA",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06043","Mariposa County, California",,,7846,5520,2326
"G0600450","2016-2020","CA",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06045","Mendocino County, California",,,34164,20611,13553
"G0600470","2016-2020","CA",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06047","Merced County, California",,,81306,42480,38826
"G0600490","2016-2020","CA",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06049","Modoc County, California",,,3594,2752,842
"G0600510","2016-2020","CA",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06051","Mono County, California",,,5196,3535,1661
"G0600530","2016-2020","CA",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06053","Monterey County, California",,,128003,66346,61657
"G0600550","2016-2020","CA",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06055","Napa County, California",,,48484,31424,17060
"G0600570","2016-2020","CA",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06057","Nevada County, California",,,40917,30605,10312
"G0600590","2016-2020","CA",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06059","Orange County, California",,,1040001,595228,444773
"G0600610","2016-2020","CA",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06061","Placer County, California",,,145714,106894,38820
"G0600630","2016-2020","CA",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06063","Plumas County, California",,,8332,6077,2255
"G0600650","2016-2020","CA",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06065","Riverside County, California",,,736413,497259,239154
"G0600670","2016-2020","CA",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06067","Sacramento County, California",,,547519,314234,233285
"G0600690","2016-2020","CA",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06069","San Benito County, California",,,18389,12013,6376
"G0600710","2016-2020","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06071","San Bernardino County, California",,,640090,384774,255316
"G0600730","2016-2020","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06073","San Diego County, California",,,1130703,609350,521353
"G0600750","2016-2020","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County, California",,,362141,137679,224462
"G0600770","2016-2020","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",,,231092,133381,97711
"G0600790","2016-2020","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",,,106244,66635,39609
"G0600810","2016-2020","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",,,263351,157703,105648
"G0600830","2016-2020","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",,,148309,77504,70805
"G0600850","2016-2020","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",,,635314,358228,277086
"G0600870","2016-2020","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",,,96275,58094,38181
"G0600890","2016-2020","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",,,70845,46238,24607
"G0600910","2016-2020","CA",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06091","Sierra County, California",,,1250,917,333
"G0600930","2016-2020","CA",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06093","Siskiyou County, California",,,19195,12659,6536
"G0600950","2016-2020","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",,,151191,93839,57352
"G0600970","2016-2020","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",,,188958,115845,73113
"G0600990","2016-2020","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",,,174826,102675,72151
"G0601010","2016-2020","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",,,32586,19267,13319
"G0601030","2016-2020","CA",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06103","Tehama County, California",,,24661,16282,8379
"G0601050","2016-2020","CA",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06105","Trinity County, California",,,5896,4041,1855
"G0601070","2016-2020","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",,,139044,79353,59691
"G0601090","2016-2020","CA",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06109","Tuolumne County, California",,,22937,16886,6051
"G0601110","2016-2020","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",,,271639,172037,99602
"G0601130","2016-2020","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",,,74614,38280,36334
"G0601150","2016-2020","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",,,26434,16089,10345
"G0800010","2016-2020","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",,,167290,112065,55225
"G0800030","2016-2020","CO",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08003","Alamosa County, Colorado",,,6240,3431,2809
"G0800050","2016-2020","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",,,241889,155364,86525
"G0800070","2016-2020","CO",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08007","Archuleta County, Colorado",,,5736,4252,1484
"G0800090","2016-2020","CO",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08009","Baca County, Colorado",,,1728,1232,496
"G0800110","2016-2020","CO",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08011","Bent County, Colorado",,,1879,1133,746
"G0800130","2016-2020","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",,,127365,81061,46304
"G0800140","2016-2020","CO",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08014","Broomfield County, Colorado",,,27199,18041,9158
"G0800150","2016-2020","CO",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08015","Chaffee County, Colorado",,,8650,6154,2496
"G0800170","2016-2020","CO",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08017","Cheyenne County, Colorado",,,804,598,206
"G0800190","2016-2020","CO",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08019","Clear Creek County, Colorado",,,4378,3432,946
"G0800210","2016-2020","CO",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08021","Conejos County, Colorado",,,3222,2578,644
"G0800230","2016-2020","CO",,,"Colorado","08","Costilla County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08023","Costilla County, Colorado",,,1620,1192,428
"G0800250","2016-2020","CO",,,"Colorado","08","Crowley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08025","Crowley County, Colorado",,,1421,1042,379
"G0800270","2016-2020","CO",,,"Colorado","08","Custer County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08027","Custer County, Colorado",,,2310,2038,272
"G0800290","2016-2020","CO",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08029","Delta County, Colorado",,,12277,8985,3292
"G0800310","2016-2020","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",,,287756,145172,142584
"G0800330","2016-2020","CO",,,"Colorado","08","Dolores County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08033","Dolores County, Colorado",,,930,737,193
"G0800350","2016-2020","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",,,121492,96172,25320
"G0800370","2016-2020","CO",,,"Colorado","08","Eagle County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08037","Eagle County, Colorado",,,18667,13016,5651
"G0800390","2016-2020","CO",,,"Colorado","08","Elbert County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08039","Elbert County, Colorado",,,8816,8048,768
"G0800410","2016-2020","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",,,262780,171408,91372
"G0800430","2016-2020","CO",,,"Colorado","08","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08043","Fremont County, Colorado",,,17449,13211,4238
"G0800450","2016-2020","CO",,,"Colorado","08","Garfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08045","Garfield County, Colorado",,,21586,14576,7010
"G0800470","2016-2020","CO",,,"Colorado","08","Gilpin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08047","Gilpin County, Colorado",,,2860,2450,410
"G0800490","2016-2020","CO",,,"Colorado","08","Grand County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08049","Grand County, Colorado",,,6315,4412,1903
"G0800510","2016-2020","CO",,,"Colorado","08","Gunnison County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08051","Gunnison County, Colorado",,,6824,4466,2358
"G0800530","2016-2020","CO",,,"Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08053","Hinsdale County, Colorado",,,376,297,79
"G0800550","2016-2020","CO",,,"Colorado","08","Huerfano County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08055","Huerfano County, Colorado",,,3057,2228,829
"G0800570","2016-2020","CO",,,"Colorado","08","Jackson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08057","Jackson County, Colorado",,,635,457,178
"G0800590","2016-2020","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",,,229007,164108,64899
