GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AH37E001,AH37E002,AH37E003
"G2902250","2013-2017",,,"Missouri","29","Webster County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Missouri",,,13311,9684,3627
"G2902270","2013-2017",,,"Missouri","29","Worth County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,"Worth County, Missouri",,,888,671,217
"G2902290","2013-2017",,,"Missouri","29","Wright County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wright County, Missouri",,,7488,5111,2377
"G2905100","2013-2017",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Louis city, Missouri",,,139741,60850,78891
"G3000010","2013-2017",,,"Montana","30","Beaverhead County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaverhead County, Montana",,,3978,2623,1355
"G3000030","2013-2017",,,"Montana","30","Big Horn County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Big Horn County, Montana",,,3710,2273,1437
"G3000050","2013-2017",,,"Montana","30","Blaine County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Montana",,,2314,1366,948
"G3000070","2013-2017",,,"Montana","30","Broadwater County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Broadwater County, Montana",,,2405,2020,385
"G3000090","2013-2017",,,"Montana","30","Carbon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carbon County, Montana",,,4565,3608,957
"G3000110","2013-2017",,,"Montana","30","Carter County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Montana",,,565,469,96
"G3000130","2013-2017",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cascade County, Montana",,,34383,22559,11824
"G3000150","2013-2017",,,"Montana","30","Chouteau County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chouteau County, Montana",,,2290,1432,858
"G3000170","2013-2017",,,"Montana","30","Custer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Montana",,,4875,3426,1449
"G3000190","2013-2017",,,"Montana","30","Daniels County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Daniels County, Montana",,,876,673,203
"G3000210","2013-2017",,,"Montana","30","Dawson County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Montana",,,4045,2808,1237
"G3000230","2013-2017",,,"Montana","30","Deer Lodge County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Deer Lodge County, Montana",,,3984,2791,1193
"G3000250","2013-2017",,,"Montana","30","Fallon County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fallon County, Montana",,,1241,840,401
"G3000270","2013-2017",,,"Montana","30","Fergus County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fergus County, Montana",,,4953,3466,1487
"G3000290","2013-2017",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Flathead County, Montana",,,38006,27350,10656
"G3000310","2013-2017",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Montana",,,40723,25089,15634
"G3000330","2013-2017",,,"Montana","30","Garfield County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Montana",,,451,365,86
"G3000350","2013-2017",,,"Montana","30","Glacier County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Glacier County, Montana",,,4181,2468,1713
"G3000370","2013-2017",,,"Montana","30","Golden Valley County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Golden Valley County, Montana",,,325,234,91
"G3000390","2013-2017",,,"Montana","30","Granite County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Granite County, Montana",,,1309,948,361
"G3000410","2013-2017",,,"Montana","30","Hill County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hill County, Montana",,,6208,3872,2336
"G3000430","2013-2017",,,"Montana","30","Jefferson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Montana",,,4512,3840,672
"G3000450","2013-2017",,,"Montana","30","Judith Basin County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Judith Basin County, Montana",,,925,662,263
"G3000470","2013-2017",,,"Montana","30","Lake County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Montana",,,11796,8466,3330
"G3000490","2013-2017",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis and Clark County, Montana",,,27534,18925,8609
"G3000510","2013-2017",,,"Montana","30","Liberty County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Montana",,,859,525,334
"G3000530","2013-2017",,,"Montana","30","Lincoln County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Montana",,,8244,6550,1694
"G3000550","2013-2017",,,"Montana","30","McCone County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"McCone County, Montana",,,720,581,139
"G3000570","2013-2017",,,"Montana","30","Madison County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Montana",,,3487,2683,804
"G3000590","2013-2017",,,"Montana","30","Meagher County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Meagher County, Montana",,,777,547,230
"G3000610","2013-2017",,,"Montana","30","Mineral County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Montana",,,1694,1198,496
"G3000630","2013-2017",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Missoula County, Montana",,,47963,28234,19729
"G3000650","2013-2017",,,"Montana","30","Musselshell County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Musselshell County, Montana",,,2073,1453,620
"G3000670","2013-2017",,,"Montana","30","Park County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Park County, Montana",,,7552,5355,2197
"G3000690","2013-2017",,,"Montana","30","Petroleum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Petroleum County, Montana",,,206,134,72
"G3000710","2013-2017",,,"Montana","30","Phillips County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Montana",,,1791,1275,516
"G3000730","2013-2017",,,"Montana","30","Pondera County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pondera County, Montana",,,2218,1603,615
"G3000750","2013-2017",,,"Montana","30","Powder River County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Powder River County, Montana",,,764,488,276
"G3000770","2013-2017",,,"Montana","30","Powell County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Powell County, Montana",,,2400,1661,739
"G3000790","2013-2017",,,"Montana","30","Prairie County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Montana",,,549,487,62
"G3000810","2013-2017",,,"Montana","30","Ravalli County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ravalli County, Montana",,,16936,12532,4404
"G3000830","2013-2017",,,"Montana","30","Richland County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, Montana",,,4523,2832,1691
"G3000850","2013-2017",,,"Montana","30","Roosevelt County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Roosevelt County, Montana",,,3203,1852,1351
"G3000870","2013-2017",,,"Montana","30","Rosebud County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rosebud County, Montana",,,3205,2312,893
"G3000890","2013-2017",,,"Montana","30","Sanders County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanders County, Montana",,,4994,3785,1209
"G3000910","2013-2017",,,"Montana","30","Sheridan County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Montana",,,1661,1261,400
"G3000930","2013-2017",,,"Montana","30","Silver Bow County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Silver Bow County, Montana",,,15256,10138,5118
"G3000950","2013-2017",,,"Montana","30","Stillwater County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stillwater County, Montana",,,3797,2953,844
"G3000970","2013-2017",,,"Montana","30","Sweet Grass County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sweet Grass County, Montana",,,1531,1142,389
"G3000990","2013-2017",,,"Montana","30","Teton County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Teton County, Montana",,,2413,1682,731
"G3001010","2013-2017",,,"Montana","30","Toole County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Toole County, Montana",,,1871,1086,785
"G3001030","2013-2017",,,"Montana","30","Treasure County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Treasure County, Montana",,,365,253,112
"G3001050","2013-2017",,,"Montana","30","Valley County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Montana",,,3432,2533,899
"G3001070","2013-2017",,,"Montana","30","Wheatland County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheatland County, Montana",,,820,529,291
"G3001090","2013-2017",,,"Montana","30","Wibaux County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wibaux County, Montana",,,497,394,103
"G3001110","2013-2017",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yellowstone County, Montana",,,64020,43537,20483
"G3100010","2013-2017",,,"Nebraska","31","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Nebraska",,,12659,8645,4014
"G3100030","2013-2017",,,"Nebraska","31","Antelope County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Antelope County, Nebraska",,,2748,2118,630
"G3100050","2013-2017",,,"Nebraska","31","Arthur County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Arthur County, Nebraska",,,177,112,65
"G3100070","2013-2017",,,"Nebraska","31","Banner County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Banner County, Nebraska",,,300,205,95
"G3100090","2013-2017",,,"Nebraska","31","Blaine County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Nebraska",,,232,141,91
"G3100110","2013-2017",,,"Nebraska","31","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Nebraska",,,2277,1773,504
"G3100130","2013-2017",,,"Nebraska","31","Box Butte County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Box Butte County, Nebraska",,,4610,3305,1305
"G3100150","2013-2017",,,"Nebraska","31","Boyd County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boyd County, Nebraska",,,905,740,165
"G3100170","2013-2017",,,"Nebraska","31","Brown County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Nebraska",,,1475,1075,400
"G3100190","2013-2017",,,"Nebraska","31","Buffalo County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Buffalo County, Nebraska",,,18923,11931,6992
"G3100210","2013-2017",,,"Nebraska","31","Burt County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Burt County, Nebraska",,,2885,2187,698
"G3100230","2013-2017",,,"Nebraska","31","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Nebraska",,,3400,2718,682
"G3100250","2013-2017",,,"Nebraska","31","Cass County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Nebraska",,,9894,8093,1801
"G3100270","2013-2017",,,"Nebraska","31","Cedar County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Nebraska",,,3508,2830,678
"G3100290","2013-2017",,,"Nebraska","31","Chase County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chase County, Nebraska",,,1671,1345,326
"G3100310","2013-2017",,,"Nebraska","31","Cherry County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherry County, Nebraska",,,2652,1639,1013
"G3100330","2013-2017",,,"Nebraska","31","Cheyenne County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Nebraska",,,4400,3109,1291
"G3100350","2013-2017",,,"Nebraska","31","Clay County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Nebraska",,,2616,2021,595
"G3100370","2013-2017",,,"Nebraska","31","Colfax County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Colfax County, Nebraska",,,3681,2519,1162
"G3100390","2013-2017",,,"Nebraska","31","Cuming County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuming County, Nebraska",,,3790,2580,1210
"G3100410","2013-2017",,,"Nebraska","31","Custer County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Nebraska",,,4792,3447,1345
"G3100430","2013-2017",,,"Nebraska","31","Dakota County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dakota County, Nebraska",,,7427,4891,2536
"G3100450","2013-2017",,,"Nebraska","31","Dawes County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawes County, Nebraska",,,3557,2222,1335
"G3100470","2013-2017",,,"Nebraska","31","Dawson County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Nebraska",,,8898,5947,2951
"G3100490","2013-2017",,,"Nebraska","31","Deuel County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Deuel County, Nebraska",,,833,626,207
"G3100510","2013-2017",,,"Nebraska","31","Dixon County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dixon County, Nebraska",,,2307,1853,454
"G3100530","2013-2017",,,"Nebraska","31","Dodge County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dodge County, Nebraska",,,15090,9647,5443
"G3100550","2013-2017",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Nebraska",,,213689,130582,83107
"G3100570","2013-2017",,,"Nebraska","31","Dundy County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dundy County, Nebraska",,,875,595,280
"G3100590","2013-2017",,,"Nebraska","31","Fillmore County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fillmore County, Nebraska",,,2443,1831,612
"G3100610","2013-2017",,,"Nebraska","31","Franklin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Nebraska",,,1367,1142,225
"G3100630","2013-2017",,,"Nebraska","31","Frontier County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Frontier County, Nebraska",,,1113,854,259
"G3100650","2013-2017",,,"Nebraska","31","Furnas County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Furnas County, Nebraska",,,2172,1559,613
"G3100670","2013-2017",,,"Nebraska","31","Gage County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gage County, Nebraska",,,9255,6338,2917
"G3100690","2013-2017",,,"Nebraska","31","Garden County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Garden County, Nebraska",,,897,721,176
"G3100710","2013-2017",,,"Nebraska","31","Garfield County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Nebraska",,,893,702,191
"G3100730","2013-2017",,,"Nebraska","31","Gosper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gosper County, Nebraska",,,885,616,269
"G3100750","2013-2017",,,"Nebraska","31","Grant County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Nebraska",,,274,223,51
"G3100770","2013-2017",,,"Nebraska","31","Greeley County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greeley County, Nebraska",,,1015,817,198
"G3100790","2013-2017",,,"Nebraska","31","Hall County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hall County, Nebraska",,,22817,14078,8739
"G3100810","2013-2017",,,"Nebraska","31","Hamilton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Nebraska",,,3722,3027,695
"G3100830","2013-2017",,,"Nebraska","31","Harlan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harlan County, Nebraska",,,1590,1226,364
"G3100850","2013-2017",,,"Nebraska","31","Hayes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hayes County, Nebraska",,,423,283,140
"G3100870","2013-2017",,,"Nebraska","31","Hitchcock County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hitchcock County, Nebraska",,,1273,936,337
"G3100890","2013-2017",,,"Nebraska","31","Holt County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Holt County, Nebraska",,,4569,3288,1281
"G3100910","2013-2017",,,"Nebraska","31","Hooker County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hooker County, Nebraska",,,316,236,80
"G3100930","2013-2017",,,"Nebraska","31","Howard County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Nebraska",,,2656,2039,617
"G3100950","2013-2017",,,"Nebraska","31","Jefferson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Nebraska",,,3308,2430,878
"G3100970","2013-2017",,,"Nebraska","31","Johnson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Nebraska",,,1869,1382,487
"G3100990","2013-2017",,,"Nebraska","31","Kearney County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kearney County, Nebraska",,,2745,1906,839
"G3101010","2013-2017",,,"Nebraska","31","Keith County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Keith County, Nebraska",,,3989,2692,1297
"G3101030","2013-2017",,,"Nebraska","31","Keya Paha County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Keya Paha County, Nebraska",,,334,242,92
"G3101050","2013-2017",,,"Nebraska","31","Kimball County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kimball County, Nebraska",,,1546,1031,515
"G3101070","2013-2017",,,"Nebraska","31","Knox County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Nebraska",,,3662,2691,971
"G3101090","2013-2017",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster County, Nebraska",,,120962,72645,48317
"G3101110","2013-2017",,,"Nebraska","31","Lincoln County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Nebraska",,,15025,9654,5371
"G3101130","2013-2017",,,"Nebraska","31","Logan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Nebraska",,,366,253,113
"G3101150","2013-2017",,,"Nebraska","31","Loup County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Loup County, Nebraska",,,245,200,45
"G3101170","2013-2017",,,"Nebraska","31","McPherson County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"McPherson County, Nebraska",,,192,128,64
"G3101190","2013-2017",,,"Nebraska","31","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Nebraska",,,14236,9313,4923
"G3101210","2013-2017",,,"Nebraska","31","Merrick County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Merrick County, Nebraska",,,3251,2431,820
"G3101230","2013-2017",,,"Nebraska","31","Morrill County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morrill County, Nebraska",,,2017,1439,578
"G3101250","2013-2017",,,"Nebraska","31","Nance County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nance County, Nebraska",,,1553,1219,334
"G3101270","2013-2017",,,"Nebraska","31","Nemaha County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nemaha County, Nebraska",,,2814,2023,791
"G3101290","2013-2017",,,"Nebraska","31","Nuckolls County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nuckolls County, Nebraska",,,1985,1500,485
"G3101310","2013-2017",,,"Nebraska","31","Otoe County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Otoe County, Nebraska",,,6439,4665,1774
"G3101330","2013-2017",,,"Nebraska","31","Pawnee County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pawnee County, Nebraska",,,1238,994,244
"G3101350","2013-2017",,,"Nebraska","31","Perkins County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins County, Nebraska",,,1247,983,264
"G3101370","2013-2017",,,"Nebraska","31","Phelps County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Phelps County, Nebraska",,,3870,2726,1144
"G3101390","2013-2017",,,"Nebraska","31","Pierce County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Nebraska",,,2985,2406,579
"G3101410","2013-2017",,,"Nebraska","31","Platte County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"Platte County, Nebraska",,,12937,9207,3730
"G3101430","2013-2017",,,"Nebraska","31","Polk County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Nebraska",,,2038,1637,401
"G3101450","2013-2017",,,"Nebraska","31","Red Willow County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"Red Willow County, Nebraska",,,4598,3453,1145
"G3101470","2013-2017",,,"Nebraska","31","Richardson County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Richardson County, Nebraska",,,3798,2938,860
"G3101490","2013-2017",,,"Nebraska","31","Rock County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock County, Nebraska",,,655,498,157
"G3101510","2013-2017",,,"Nebraska","31","Saline County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Nebraska",,,5073,3463,1610
"G3101530","2013-2017",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sarpy County, Nebraska",,,63851,44463,19388
"G3101550","2013-2017",,,"Nebraska","31","Saunders County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,"Saunders County, Nebraska",,,8150,6445,1705
"G3101570","2013-2017",,,"Nebraska","31","Scotts Bluff County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotts Bluff County, Nebraska",,,14425,9933,4492
"G3101590","2013-2017",,,"Nebraska","31","Seward County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,"Seward County, Nebraska",,,6496,4605,1891
"G3101610","2013-2017",,,"Nebraska","31","Sheridan County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Nebraska",,,2306,1622,684
"G3101630","2013-2017",,,"Nebraska","31","Sherman County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman County, Nebraska",,,1378,1124,254
"G3101650","2013-2017",,,"Nebraska","31","Sioux County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sioux County, Nebraska",,,579,438,141
"G3101670","2013-2017",,,"Nebraska","31","Stanton County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanton County, Nebraska",,,2351,1960,391
"G3101690","2013-2017",,,"Nebraska","31","Thayer County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,"Thayer County, Nebraska",,,2337,1814,523
"G3101710","2013-2017",,,"Nebraska","31","Thomas County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas County, Nebraska",,,293,204,89
"G3101730","2013-2017",,,"Nebraska","31","Thurston County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,"Thurston County, Nebraska",,,2142,1284,858
"G3101750","2013-2017",,,"Nebraska","31","Valley County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Nebraska",,,1934,1385,549
"G3101770","2013-2017",,,"Nebraska","31","Washington County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Nebraska",,,8133,6223,1910
"G3101790","2013-2017",,,"Nebraska","31","Wayne County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Nebraska",,,3602,2289,1313
"G3101810","2013-2017",,,"Nebraska","31","Webster County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Nebraska",,,1499,1201,298
"G3101830","2013-2017",,,"Nebraska","31","Wheeler County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheeler County, Nebraska",,,378,265,113
"G3101850","2013-2017",,,"Nebraska","31","York County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Nebraska",,,5623,3973,1650
"G3200010","2013-2017",,,"Nevada","32","Churchill County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Churchill County, Nevada",,,9734,6261,3473
"G3200030","2013-2017",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Nevada",,,749858,395201,354657
"G3200050","2013-2017",,,"Nevada","32","Douglas County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Nevada",,,20376,14143,6233
"G3200070","2013-2017",,,"Nevada","32","Elko County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Elko County, Nevada",,,17882,12627,5255
"G3200090","2013-2017",,,"Nevada","32","Esmeralda County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Esmeralda County, Nevada",,,494,269,225
"G3200110","2013-2017",,,"Nevada","32","Eureka County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Eureka County, Nevada",,,765,528,237
"G3200130","2013-2017",,,"Nevada","32","Humboldt County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, Nevada",,,6261,4812,1449
"G3200150","2013-2017",,,"Nevada","32","Lander County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lander County, Nevada",,,2183,1776,407
"G3200170","2013-2017",,,"Nevada","32","Lincoln County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Nevada",,,1930,1336,594
"G3200190","2013-2017",,,"Nevada","32","Lyon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Nevada",,,20127,14248,5879
"G3200210","2013-2017",,,"Nevada","32","Mineral County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Nevada",,,1859,1210,649
