GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,NAME,BTTRA,BTBGA,ALZLM001,ALZLM002,ALZLM003
"G2001890","2015-2019","KS",,,"Kansas","20","Stevens County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20189","Stevens County, Kansas",,,128,128,139
"G2001910","2015-2019","KS",,,"Kansas","20","Sumner County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20191","Sumner County, Kansas",,,236,281,254
"G2001930","2015-2019","KS",,,"Kansas","20","Thomas County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20193","Thomas County, Kansas",,,120,198,179
"G2001950","2015-2019","KS",,,"Kansas","20","Trego County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20195","Trego County, Kansas",,,76,100,92
"G2001970","2015-2019","KS",,,"Kansas","20","Wabaunsee County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20197","Wabaunsee County, Kansas",,,143,138,82
"G2001990","2015-2019","KS",,,"Kansas","20","Wallace County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20199","Wallace County, Kansas",,,46,46,39
"G2002010","2015-2019","KS",,,"Kansas","20","Washington County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20201","Washington County, Kansas",,,100,90,81
"G2002030","2015-2019","KS",,,"Kansas","20","Wichita County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20203","Wichita County, Kansas",,,84,87,77
"G2002050","2015-2019","KS",,,"Kansas","20","Wilson County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20205","Wilson County, Kansas",,,146,142,156
"G2002070","2015-2019","KS",,,"Kansas","20","Woodson County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20207","Woodson County, Kansas",,,67,67,65
"G2002090","2015-2019","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",,,637,815,723
"G2100010","2015-2019","KY",,,"Kentucky","21","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21001","Adair County, Kentucky",,,211,233,213
"G2100030","2015-2019","KY",,,"Kentucky","21","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21003","Allen County, Kentucky",,,266,292,256
"G2100050","2015-2019","KY",,,"Kentucky","21","Anderson County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21005","Anderson County, Kentucky",,,237,322,346
"G2100070","2015-2019","KY",,,"Kentucky","21","Ballard County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21007","Ballard County, Kentucky",,,152,158,123
"G2100090","2015-2019","KY",,,"Kentucky","21","Barren County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21009","Barren County, Kentucky",,,384,372,429
"G2100110","2015-2019","KY",,,"Kentucky","21","Bath County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21011","Bath County, Kentucky",,,204,238,216
"G2100130","2015-2019","KY",,,"Kentucky","21","Bell County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21013","Bell County, Kentucky",,,340,367,361
"G2100150","2015-2019","KY",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21015","Boone County, Kentucky",,,440,664,602
"G2100170","2015-2019","KY",,,"Kentucky","21","Bourbon County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21017","Bourbon County, Kentucky",,,253,263,312
"G2100190","2015-2019","KY",,,"Kentucky","21","Boyd County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21019","Boyd County, Kentucky",,,361,427,389
"G2100210","2015-2019","KY",,,"Kentucky","21","Boyle County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21021","Boyle County, Kentucky",,,284,289,281
"G2100230","2015-2019","KY",,,"Kentucky","21","Bracken County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21023","Bracken County, Kentucky",,,137,158,139
"G2100250","2015-2019","KY",,,"Kentucky","21","Breathitt County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21025","Breathitt County, Kentucky",,,176,167,169
"G2100270","2015-2019","KY",,,"Kentucky","21","Breckinridge County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21027","Breckinridge County, Kentucky",,,256,245,203
"G2100290","2015-2019","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",,,338,472,435
"G2100310","2015-2019","KY",,,"Kentucky","21","Butler County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21031","Butler County, Kentucky",,,175,191,196
"G2100330","2015-2019","KY",,,"Kentucky","21","Caldwell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21033","Caldwell County, Kentucky",,,254,282,191
"G2100350","2015-2019","KY",,,"Kentucky","21","Calloway County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21035","Calloway County, Kentucky",,,509,401,488
"G2100370","2015-2019","KY",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21037","Campbell County, Kentucky",,,435,516,546
"G2100390","2015-2019","KY",,,"Kentucky","21","Carlisle County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21039","Carlisle County, Kentucky",,,103,106,63
"G2100410","2015-2019","KY",,,"Kentucky","21","Carroll County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21041","Carroll County, Kentucky",,,182,204,204
"G2100430","2015-2019","KY",,,"Kentucky","21","Carter County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21043","Carter County, Kentucky",,,347,338,299
"G2100450","2015-2019","KY",,,"Kentucky","21","Casey County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21045","Casey County, Kentucky",,,231,241,207
"G2100470","2015-2019","KY",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21047","Christian County, Kentucky",,,481,555,679
"G2100490","2015-2019","KY",,,"Kentucky","21","Clark County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21049","Clark County, Kentucky",,,263,388,367
"G2100510","2015-2019","KY",,,"Kentucky","21","Clay County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21051","Clay County, Kentucky",,,275,274,304
"G2100530","2015-2019","KY",,,"Kentucky","21","Clinton County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21053","Clinton County, Kentucky",,,194,177,181
"G2100550","2015-2019","KY",,,"Kentucky","21","Crittenden County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21055","Crittenden County, Kentucky",,,159,151,146
"G2100570","2015-2019","KY",,,"Kentucky","21","Cumberland County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21057","Cumberland County, Kentucky",,,185,178,157
"G2100590","2015-2019","KY",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21059","Daviess County, Kentucky",,,431,573,596
"G2100610","2015-2019","KY",,,"Kentucky","21","Edmonson County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21061","Edmonson County, Kentucky",,,200,212,181
"G2100630","2015-2019","KY",,,"Kentucky","21","Elliott County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21063","Elliott County, Kentucky",,,284,212,195
"G2100650","2015-2019","KY",,,"Kentucky","21","Estill County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21065","Estill County, Kentucky",,,239,243,216
"G2100670","2015-2019","KY",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21067","Fayette County, Kentucky",,,997,983,1186
"G2100690","2015-2019","KY",,,"Kentucky","21","Fleming County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21069","Fleming County, Kentucky",,,185,205,202
"G2100710","2015-2019","KY",,,"Kentucky","21","Floyd County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21071","Floyd County, Kentucky",,,430,481,410
"G2100730","2015-2019","KY",,,"Kentucky","21","Franklin County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21073","Franklin County, Kentucky",,,370,497,511
"G2100750","2015-2019","KY",,,"Kentucky","21","Fulton County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21075","Fulton County, Kentucky",,,164,164,111
"G2100770","2015-2019","KY",,,"Kentucky","21","Gallatin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21077","Gallatin County, Kentucky",,,127,146,126
"G2100790","2015-2019","KY",,,"Kentucky","21","Garrard County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21079","Garrard County, Kentucky",,,189,189,158
"G2100810","2015-2019","KY",,,"Kentucky","21","Grant County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21081","Grant County, Kentucky",,,261,330,324
"G2100830","2015-2019","KY",,,"Kentucky","21","Graves County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21083","Graves County, Kentucky",,,377,382,323
"G2100850","2015-2019","KY",,,"Kentucky","21","Grayson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21085","Grayson County, Kentucky",,,345,350,285
"G2100870","2015-2019","KY",,,"Kentucky","21","Green County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21087","Green County, Kentucky",,,194,179,176
"G2100890","2015-2019","KY",,,"Kentucky","21","Greenup County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21089","Greenup County, Kentucky",,,230,283,286
"G2100910","2015-2019","KY",,,"Kentucky","21","Hancock County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21091","Hancock County, Kentucky",,,93,139,110
"G2100930","2015-2019","KY",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21093","Hardin County, Kentucky",,,571,701,764
"G2100950","2015-2019","KY",,,"Kentucky","21","Harlan County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21095","Harlan County, Kentucky",,,259,304,255
"G2100970","2015-2019","KY",,,"Kentucky","21","Harrison County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21097","Harrison County, Kentucky",,,229,306,274
"G2100990","2015-2019","KY",,,"Kentucky","21","Hart County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21099","Hart County, Kentucky",,,243,235,262
"G2101010","2015-2019","KY",,,"Kentucky","21","Henderson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21101","Henderson County, Kentucky",,,384,421,471
"G2101030","2015-2019","KY",,,"Kentucky","21","Henry County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21103","Henry County, Kentucky",,,159,217,191
"G2101050","2015-2019","KY",,,"Kentucky","21","Hickman County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21105","Hickman County, Kentucky",,,153,135,86
"G2101070","2015-2019","KY",,,"Kentucky","21","Hopkins County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21107","Hopkins County, Kentucky",,,425,411,404
"G2101090","2015-2019","KY",,,"Kentucky","21","Jackson County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21109","Jackson County, Kentucky",,,228,302,251
"G2101110","2015-2019","KY",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21111","Jefferson County, Kentucky",,,1314,1802,1825
"G2101130","2015-2019","KY",,,"Kentucky","21","Jessamine County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21113","Jessamine County, Kentucky",,,335,463,428
"G2101150","2015-2019","KY",,,"Kentucky","21","Johnson County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21115","Johnson County, Kentucky",,,336,331,303
"G2101170","2015-2019","KY",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21117","Kenton County, Kentucky",,,543,806,792
"G2101190","2015-2019","KY",,,"Kentucky","21","Knott County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21119","Knott County, Kentucky",,,267,241,224
"G2101210","2015-2019","KY",,,"Kentucky","21","Knox County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21121","Knox County, Kentucky",,,381,412,408
"G2101230","2015-2019","KY",,,"Kentucky","21","Larue County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21123","Larue County, Kentucky",,,186,197,192
"G2101250","2015-2019","KY",,,"Kentucky","21","Laurel County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21125","Laurel County, Kentucky",,,430,483,552
"G2101270","2015-2019","KY",,,"Kentucky","21","Lawrence County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21127","Lawrence County, Kentucky",,,226,250,219
"G2101290","2015-2019","KY",,,"Kentucky","21","Lee County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21129","Lee County, Kentucky",,,191,188,153
"G2101310","2015-2019","KY",,,"Kentucky","21","Leslie County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21131","Leslie County, Kentucky",,,235,250,206
"G2101330","2015-2019","KY",,,"Kentucky","21","Letcher County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21133","Letcher County, Kentucky",,,337,357,346
"G2101350","2015-2019","KY",,,"Kentucky","21","Lewis County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21135","Lewis County, Kentucky",,,203,215,201
"G2101370","2015-2019","KY",,,"Kentucky","21","Lincoln County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21137","Lincoln County, Kentucky",,,279,331,288
"G2101390","2015-2019","KY",,,"Kentucky","21","Livingston County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21139","Livingston County, Kentucky",,,192,189,180
"G2101410","2015-2019","KY",,,"Kentucky","21","Logan County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21141","Logan County, Kentucky",,,360,315,357
"G2101430","2015-2019","KY",,,"Kentucky","21","Lyon County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21143","Lyon County, Kentucky",,,220,197,145
"G2101450","2015-2019","KY",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21145","McCracken County, Kentucky",,,568,569,603
"G2101470","2015-2019","KY",,,"Kentucky","21","McCreary County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21147","McCreary County, Kentucky",,,308,354,299
"G2101490","2015-2019","KY",,,"Kentucky","21","McLean County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21149","McLean County, Kentucky",,,136,144,110
"G2101510","2015-2019","KY",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21151","Madison County, Kentucky",,,454,501,551
"G2101530","2015-2019","KY",,,"Kentucky","21","Magoffin County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21153","Magoffin County, Kentucky",,,183,242,233
"G2101550","2015-2019","KY",,,"Kentucky","21","Marion County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21155","Marion County, Kentucky",,,208,259,221
"G2101570","2015-2019","KY",,,"Kentucky","21","Marshall County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21157","Marshall County, Kentucky",,,440,429,323
"G2101590","2015-2019","KY",,,"Kentucky","21","Martin County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21159","Martin County, Kentucky",,,340,316,249
"G2101610","2015-2019","KY",,,"Kentucky","21","Mason County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21161","Mason County, Kentucky",,,241,230,276
"G2101630","2015-2019","KY",,,"Kentucky","21","Meade County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21163","Meade County, Kentucky",,,311,275,288
"G2101650","2015-2019","KY",,,"Kentucky","21","Menifee County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21165","Menifee County, Kentucky",,,140,164,110
"G2101670","2015-2019","KY",,,"Kentucky","21","Mercer County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21167","Mercer County, Kentucky",,,262,296,267
"G2101690","2015-2019","KY",,,"Kentucky","21","Metcalfe County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21169","Metcalfe County, Kentucky",,,172,194,142
"G2101710","2015-2019","KY",,,"Kentucky","21","Monroe County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21171","Monroe County, Kentucky",,,162,175,154
"G2101730","2015-2019","KY",,,"Kentucky","21","Montgomery County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21173","Montgomery County, Kentucky",,,301,382,322
"G2101750","2015-2019","KY",,,"Kentucky","21","Morgan County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21175","Morgan County, Kentucky",,,188,218,193
"G2101770","2015-2019","KY",,,"Kentucky","21","Muhlenberg County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21177","Muhlenberg County, Kentucky",,,305,416,352
"G2101790","2015-2019","KY",,,"Kentucky","21","Nelson County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21179","Nelson County, Kentucky",,,311,460,414
"G2101810","2015-2019","KY",,,"Kentucky","21","Nicholas County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21181","Nicholas County, Kentucky",,,137,162,165
"G2101830","2015-2019","KY",,,"Kentucky","21","Ohio County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21183","Ohio County, Kentucky",,,236,310,319
"G2101850","2015-2019","KY",,,"Kentucky","21","Oldham County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21185","Oldham County, Kentucky",,,241,286,251
"G2101870","2015-2019","KY",,,"Kentucky","21","Owen County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21187","Owen County, Kentucky",,,272,271,166
"G2101890","2015-2019","KY",,,"Kentucky","21","Owsley County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21189","Owsley County, Kentucky",,,136,147,115
"G2101910","2015-2019","KY",,,"Kentucky","21","Pendleton County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21191","Pendleton County, Kentucky",,,207,237,208
"G2101930","2015-2019","KY",,,"Kentucky","21","Perry County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21193","Perry County, Kentucky",,,360,457,373
"G2101950","2015-2019","KY",,,"Kentucky","21","Pike County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21195","Pike County, Kentucky",,,557,563,508
"G2101970","2015-2019","KY",,,"Kentucky","21","Powell County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21197","Powell County, Kentucky",,,230,261,253
"G2101990","2015-2019","KY",,,"Kentucky","21","Pulaski County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21199","Pulaski County, Kentucky",,,561,597,522
"G2102010","2015-2019","KY",,,"Kentucky","21","Robertson County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21201","Robertson County, Kentucky",,,96,98,71
"G2102030","2015-2019","KY",,,"Kentucky","21","Rockcastle County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21203","Rockcastle County, Kentucky",,,233,243,192
"G2102050","2015-2019","KY",,,"Kentucky","21","Rowan County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21205","Rowan County, Kentucky",,,381,326,390
"G2102070","2015-2019","KY",,,"Kentucky","21","Russell County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21207","Russell County, Kentucky",,,288,279,234
"G2102090","2015-2019","KY",,,"Kentucky","21","Scott County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21209","Scott County, Kentucky",,,301,380,382
"G2102110","2015-2019","KY",,,"Kentucky","21","Shelby County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21211","Shelby County, Kentucky",,,323,368,394
"G2102130","2015-2019","KY",,,"Kentucky","21","Simpson County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21213","Simpson County, Kentucky",,,222,280,255
"G2102150","2015-2019","KY",,,"Kentucky","21","Spencer County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21215","Spencer County, Kentucky",,,174,259,209
"G2102170","2015-2019","KY",,,"Kentucky","21","Taylor County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21217","Taylor County, Kentucky",,,256,361,368
"G2102190","2015-2019","KY",,,"Kentucky","21","Todd County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21219","Todd County, Kentucky",,,151,175,172
"G2102210","2015-2019","KY",,,"Kentucky","21","Trigg County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21221","Trigg County, Kentucky",,,248,251,154
"G2102230","2015-2019","KY",,,"Kentucky","21","Trimble County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21223","Trimble County, Kentucky",,,147,183,181
"G2102250","2015-2019","KY",,,"Kentucky","21","Union County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21225","Union County, Kentucky",,,247,194,226
"G2102270","2015-2019","KY",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21227","Warren County, Kentucky",,,573,590,603
"G2102290","2015-2019","KY",,,"Kentucky","21","Washington County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21229","Washington County, Kentucky",,,172,173,172
"G2102310","2015-2019","KY",,,"Kentucky","21","Wayne County","231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21231","Wayne County, Kentucky",,,384,382,307
"G2102330","2015-2019","KY",,,"Kentucky","21","Webster County","233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21233","Webster County, Kentucky",,,179,180,176
"G2102350","2015-2019","KY",,,"Kentucky","21","Whitley County","235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21235","Whitley County, Kentucky",,,371,325,428
"G2102370","2015-2019","KY",,,"Kentucky","21","Wolfe County","237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21237","Wolfe County, Kentucky",,,170,181,188
"G2102390","2015-2019","KY",,,"Kentucky","21","Woodford County","239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21239","Woodford County, Kentucky",,,201,273,263
"G2200010","2015-2019","LA",,,"Louisiana","22","Acadia Parish","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US22001","Acadia Parish, Louisiana",,,472,565,554
"G2200030","2015-2019","LA",,,"Louisiana","22","Allen Parish","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US22003","Allen Parish, Louisiana",,,314,362,307
"G2200050","2015-2019","LA",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US22005","Ascension Parish, Louisiana",,,676,814,673
"G2200070","2015-2019","LA",,,"Louisiana","22","Assumption Parish","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US22007","Assumption Parish, Louisiana",,,308,363,320
"G2200090","2015-2019","LA",,,"Louisiana","22","Avoyelles Parish","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US22009","Avoyelles Parish, Louisiana",,,411,445,384
"G2200110","2015-2019","LA",,,"Louisiana","22","Beauregard Parish","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US22011","Beauregard Parish, Louisiana",,,378,320,366
"G2200130","2015-2019","LA",,,"Louisiana","22","Bienville Parish","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US22013","Bienville Parish, Louisiana",,,239,211,185
"G2200150","2015-2019","LA",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US22015","Bossier Parish, Louisiana",,,994,906,939
"G2200170","2015-2019","LA",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US22017","Caddo Parish, Louisiana",,,1277,1139,1302
"G2200190","2015-2019","LA",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US22019","Calcasieu Parish, Louisiana",,,949,1078,923
"G2200210","2015-2019","LA",,,"Louisiana","22","Caldwell Parish","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US22021","Caldwell Parish, Louisiana",,,244,226,161
"G2200230","2015-2019","LA",,,"Louisiana","22","Cameron Parish","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US22023","Cameron Parish, Louisiana",,,169,196,196
"G2200250","2015-2019","LA",,,"Louisiana","22","Catahoula Parish","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US22025","Catahoula Parish, Louisiana",,,297,222,153
"G2200270","2015-2019","LA",,,"Louisiana","22","Claiborne Parish","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US22027","Claiborne Parish, Louisiana",,,331,273,287
